speed_kmh,payload_kg,ambient_temp_C,hvac_power_kw,road_grade_pct,battery_temp_C,driving_style_index,tire_pressure_bar,trip_distance_km,energy_consumption_kwhper100km
54.0,55.1,2.7,2.09,0.36,17.6,0.924,2.17,94.2,23.356
96.4,394.7,11.4,1.57,1.18,20.3,0.814,2.5,165.4,27.544
21.8,84.1,35.1,4.87,-2.35,19.5,0.203,2.16,65.0,19.036
61.0,172.7,12.7,4.68,-3.71,43.2,0.714,2.69,31.7,18.789
58.7,380.6,-0.1,3.21,2.52,35.9,0.256,2.08,41.2,26.463
79.8,477.1,-2.0,0.09,5.47,27.3,0.349,2.79,20.8,25.891
28.0,185.7,13.6,3.74,-1.6,39.7,0.469,2.49,104.0,19.917
106.9,414.7,28.1,1.68,0.46,21.5,0.441,2.02,137.1,27.633
44.0,95.4,39.9,1.94,2.21,42.9,0.029,2.71,187.1,19.231
94.5,403.6,29.4,0.79,6.8,35.9,0.774,2.55,151.4,26.925
108.4,328.7,33.9,2.62,-3.2,31.8,0.846,2.56,118.7,26.525
81.8,96.4,27.4,3.72,-1.92,38.8,0.531,2.22,173.5,23.646
101.5,151.3,34.8,1.37,6.94,34.3,0.173,2.27,179.0,26.141
92.8,65.9,-6.2,4.69,-4.49,41.6,0.248,2.73,143.9,21.731
59.1,191.5,36.5,0.97,3.53,39.9,0.126,2.51,16.0,20.48
109.0,101.8,9.8,0.33,3.31,20.9,0.17,2.01,61.9,21.601
52.4,322.0,36.1,3.22,-0.02,22.2,0.876,2.26,70.6,24.969
82.8,497.3,-6.2,4.25,1.09,17.0,0.48,2.48,199.5,32.783
102.0,6.0,25.8,4.77,6.11,21.6,0.111,2.12,95.5,26.116
61.7,270.5,26.8,3.84,-2.86,25.3,0.255,2.08,153.6,20.46
53.3,286.8,39.8,1.0,-1.99,15.9,0.95,2.05,163.7,23.822
70.5,457.1,28.4,4.89,1.66,24.4,0.509,2.5,132.4,29.248
110.0,253.0,9.1,4.6,0.33,38.1,0.516,2.26,8.6,24.855
122.3,271.9,17.9,0.82,2.47,40.2,0.526,2.3,8.8,25.123
80.0,235.8,8.3,2.79,6.97,15.3,0.112,2.05,164.7,25.712
92.8,134.5,-0.2,2.78,6.92,15.2,0.97,2.59,149.2,29.627
119.4,28.0,2.4,2.21,-2.01,19.4,0.084,2.61,109.5,21.446
30.8,204.3,1.1,4.92,-1.07,41.2,0.7,2.66,53.5,22.292
45.5,26.3,17.4,0.3,-2.89,29.1,0.058,2.52,21.9,13.583
98.0,275.2,35.3,3.14,7.06,44.5,0.444,2.62,37.0,26.046
110.6,153.6,35.6,1.03,0.17,41.6,0.9,2.46,118.2,24.499
114.3,266.8,-7.3,2.64,0.85,41.7,0.768,2.39,111.4,28.958
65.7,67.1,-6.0,3.9,5.43,18.9,0.335,2.21,188.5,26.651
29.8,466.3,2.3,1.23,1.67,29.3,0.551,2.04,191.7,25.972
68.2,447.3,2.8,1.97,-3.44,44.8,0.165,2.23,117.3,22.352
45.4,95.0,-5.3,4.75,0.69,19.5,0.956,2.55,169.1,27.599
52.0,171.7,9.4,3.81,3.2,32.2,0.709,2.74,163.4,24.722
104.9,306.7,19.4,2.86,4.35,25.3,0.374,2.2,151.7,28.352
28.3,47.8,18.9,1.11,3.39,26.6,0.318,2.54,90.3,17.089
111.0,177.3,17.2,2.13,-3.45,41.7,0.239,2.38,80.9,20.43
67.0,125.6,6.9,3.87,-1.04,32.6,0.787,2.5,56.5,21.845
85.6,457.8,25.3,4.1,4.54,37.8,0.435,2.0,187.7,30.426
29.9,426.3,31.3,1.22,6.44,35.2,0.33,2.1,167.7,26.185
57.1,289.9,7.3,3.31,-4.39,30.9,0.905,2.17,39.5,22.112
29.9,260.2,-5.7,0.48,-4.45,38.8,0.15,2.71,54.2,15.375
125.8,465.4,4.8,0.12,3.36,44.1,0.264,2.03,118.4,28.325
108.8,466.2,-3.1,2.74,2.12,44.0,0.345,2.46,85.7,29.834
70.6,484.7,13.4,1.12,-2.98,38.7,0.26,2.74,46.7,21.679
44.6,62.7,-2.2,0.39,2.13,29.6,0.585,2.52,159.3,21.357
122.7,80.3,13.1,3.65,7.67,19.9,0.601,2.39,5.3,27.704
57.9,338.4,1.1,2.49,3.2,16.3,0.055,2.31,71.9,24.746
37.7,270.7,26.9,3.98,0.84,21.9,0.145,2.5,186.2,22.896
81.9,9.2,-8.6,3.32,5.76,25.2,0.199,2.38,153.3,26.579
123.8,31.0,17.7,3.65,-2.23,18.9,0.07,2.56,83.3,19.154
20.4,444.0,-1.5,1.54,0.39,21.7,0.125,2.49,186.1,22.679
46.2,434.4,-10.0,1.32,1.86,17.5,0.24,2.45,180.7,26.91
123.2,178.6,33.5,3.0,1.56,30.7,0.346,2.77,15.3,24.97
38.8,445.5,23.6,1.0,6.97,18.8,0.791,2.67,29.9,25.151
32.5,296.8,-5.1,4.08,-1.2,37.3,0.218,2.49,80.5,22.411
82.7,403.0,23.2,2.61,-4.27,25.0,0.67,2.43,186.2,24.283
114.8,213.7,20.6,1.13,6.91,35.2,0.058,2.58,169.6,25.306
72.5,56.7,13.7,3.13,-2.18,41.5,0.658,2.64,14.3,19.396
129.4,216.9,11.0,4.73,-0.07,17.6,0.795,2.24,104.9,28.442
94.7,228.6,34.4,0.41,1.9,44.7,0.605,2.53,145.4,23.791
28.1,275.5,2.3,0.55,7.69,34.4,0.201,2.11,58.8,23.977
129.2,52.8,9.9,4.22,1.96,16.6,0.33,2.34,145.9,25.963
64.9,495.7,6.5,0.55,0.82,24.4,0.805,2.75,77.1,24.451
51.6,122.1,28.6,0.2,2.59,41.6,0.432,2.26,58.4,18.547
81.4,99.3,35.8,1.74,7.62,32.9,0.255,2.12,81.6,23.635
53.5,263.4,32.5,2.33,5.63,23.6,0.933,2.12,190.4,27.609
29.5,268.6,29.9,2.85,-2.8,43.2,0.637,2.31,181.5,19.486
20.2,219.9,39.3,2.54,5.44,38.6,0.806,2.18,183.2,25.887
69.5,385.9,24.9,4.57,5.93,37.1,0.025,2.34,183.9,29.253
112.1,258.3,27.6,3.84,3.98,41.7,0.339,2.58,39.8,25.72
83.0,304.8,39.1,4.92,3.54,38.1,0.459,2.71,179.7,27.085
129.9,361.9,-9.7,2.38,0.73,23.6,0.587,2.09,46.4,31.513
51.6,12.5,21.7,0.42,3.34,32.5,0.19,2.61,168.4,17.342
50.9,285.3,26.9,4.78,4.59,40.3,0.498,2.08,110.7,25.992
37.6,442.1,35.9,0.02,-3.4,20.4,0.686,2.3,51.8,20.211
38.0,8.7,34.2,3.88,-1.65,19.9,0.346,2.8,82.7,16.761
51.4,202.6,32.1,0.16,-2.48,19.8,0.691,2.05,89.5,19.542
107.2,463.1,37.3,3.81,5.94,20.8,0.39,2.02,148.0,31.671
119.6,176.6,16.9,4.69,3.84,18.1,0.469,2.27,123.2,27.924
127.3,229.4,-9.7,1.95,0.86,40.1,0.134,2.76,164.3,25.827
45.6,490.8,-9.4,1.2,5.74,39.5,0.651,2.02,82.4,29.522
116.9,99.7,17.2,1.13,4.32,19.5,0.224,2.18,150.0,22.876
56.1,32.6,11.8,2.46,6.88,36.2,0.829,2.48,159.6,25.648
32.4,429.7,12.6,0.85,-4.0,33.8,0.553,2.19,17.3,18.57
115.7,434.2,10.0,3.36,1.62,23.3,0.56,2.04,78.2,27.785
90.0,236.0,35.9,1.84,4.19,21.8,0.912,2.04,177.8,27.456
38.1,257.1,8.0,1.62,-2.3,22.5,0.167,2.45,142.5,19.228
67.3,417.9,32.8,2.31,-0.75,36.9,0.53,2.45,86.6,24.764
51.6,369.3,35.1,2.71,0.45,24.6,0.382,2.57,40.7,22.825
101.0,132.6,15.0,0.71,5.33,23.3,0.966,2.11,23.8,25.332
69.9,8.4,12.3,3.54,1.42,15.7,0.793,2.4,49.7,20.908
128.8,239.9,28.1,4.41,1.41,42.2,0.758,2.48,52.7,29.166
26.0,429.5,25.4,1.39,0.6,37.6,0.204,2.18,77.3,21.088
59.1,447.9,6.4,0.9,-2.03,29.2,0.237,2.44,39.5,21.05
73.0,478.1,-4.9,3.8,7.0,43.3,0.029,2.57,33.5,29.289
75.3,439.8,3.2,0.92,-0.87,23.8,0.639,2.79,169.6,25.353
54.8,290.0,-3.4,0.21,2.38,35.2,0.371,2.48,53.7,21.473
100.2,222.3,4.7,3.1,-3.07,24.2,0.312,2.69,114.5,23.504
116.2,387.4,3.1,1.2,0.65,24.4,0.637,2.67,43.9,27.144
123.3,369.9,21.9,0.86,6.75,40.3,0.829,2.75,100.9,28.975
108.6,269.1,37.7,4.91,7.94,38.6,0.133,2.58,59.0,29.081
113.6,43.7,24.3,1.46,-0.3,23.8,0.919,2.17,21.9,20.75
80.6,463.0,36.3,4.52,-3.0,17.4,0.034,2.24,196.5,24.94
110.8,227.8,29.2,0.89,-0.91,25.7,0.095,2.63,94.3,21.245
53.4,181.7,26.4,4.09,-0.75,37.8,0.838,2.42,81.6,23.321
63.8,314.8,10.7,2.51,3.38,18.0,0.493,2.2,43.8,25.532
54.9,336.9,6.2,0.39,1.45,35.2,0.939,2.53,101.6,22.254
71.4,105.3,32.3,3.67,4.99,41.7,0.462,2.73,128.9,25.661
51.4,418.5,35.3,4.46,4.12,20.4,0.926,2.29,64.4,30.179
125.8,145.0,12.6,0.82,-1.73,40.9,0.24,2.48,98.7,20.079
54.4,93.3,-9.5,3.63,5.2,16.5,0.616,2.47,51.2,26.685
30.8,203.2,29.6,2.23,6.02,35.0,0.994,2.1,107.9,23.506
77.9,365.3,4.3,3.77,2.78,38.7,0.376,2.07,158.5,27.519
26.3,482.7,-9.5,3.57,7.06,28.3,0.001,2.71,16.7,28.003
32.2,404.6,30.2,0.13,5.18,21.1,0.064,2.75,106.0,21.284
44.1,470.2,15.9,0.89,2.74,42.7,0.859,2.72,82.9,25.35
71.1,70.3,24.3,2.36,6.78,15.6,0.492,2.32,19.4,22.139
67.7,35.6,35.7,4.67,2.8,31.7,0.537,2.23,188.4,24.686
108.0,278.9,17.1,1.71,1.78,26.2,0.799,2.75,55.7,24.304
101.3,145.1,15.2,3.14,-0.37,28.8,0.812,2.71,115.1,25.308
66.9,414.0,4.5,0.06,6.48,31.1,0.477,2.66,77.7,25.608
56.7,336.0,5.3,3.56,-3.4,31.0,0.858,2.27,57.9,23.773
54.8,485.4,29.8,3.02,1.16,21.1,0.468,2.51,107.8,25.51
105.1,127.4,12.5,3.58,1.99,35.4,0.675,2.6,139.4,24.673
25.7,242.9,-1.8,4.52,2.21,15.6,0.033,2.46,158.2,25.196
21.4,250.6,-5.3,0.73,3.47,15.6,0.138,2.48,128.6,22.052
107.5,119.6,13.6,1.31,1.58,29.4,0.851,2.61,107.6,23.838
72.5,295.0,13.2,4.98,-1.66,31.3,0.313,2.61,156.6,24.53
34.4,221.6,22.7,0.78,6.14,23.2,0.335,2.19,105.9,21.21
45.9,223.4,13.6,3.6,3.55,31.6,0.663,2.31,195.0,26.903
122.6,181.4,-2.8,3.63,6.16,30.5,0.593,2.62,107.7,31.851
114.5,8.5,15.4,3.41,-1.41,25.5,0.082,2.21,66.9,20.7
98.1,261.0,35.3,1.14,3.28,34.6,0.766,2.73,92.0,24.891
73.0,167.6,-2.0,1.08,4.28,43.7,0.617,2.67,100.5,24.383
77.2,0.7,24.5,3.33,-0.02,29.7,0.855,2.72,60.3,21.842
127.3,154.0,19.7,0.93,5.56,38.6,0.535,2.24,36.0,26.722
126.2,139.3,27.4,3.31,-4.97,22.4,0.414,2.08,89.1,23.298
43.7,196.7,-2.5,2.46,2.73,37.9,0.371,2.08,179.9,24.416
109.2,65.9,37.1,1.93,2.98,34.5,0.004,2.44,54.8,21.631
41.7,253.8,21.0,1.5,1.94,34.2,0.04,2.24,75.6,17.922
43.5,346.2,32.4,4.74,3.19,41.8,0.131,2.21,152.8,24.916
94.4,315.1,2.3,2.54,-2.83,22.0,0.93,2.18,21.0,25.868
64.6,401.9,27.0,2.81,3.9,26.1,0.881,2.45,165.9,26.443
122.5,226.0,29.1,4.75,-0.63,17.5,0.497,2.44,145.5,27.671
29.8,259.5,9.9,3.27,0.88,36.8,0.18,2.34,112.2,20.02
76.3,405.2,9.2,4.79,-0.67,40.3,0.146,2.11,45.8,26.08
121.0,213.9,22.9,0.53,1.16,27.2,0.256,2.74,23.1,21.359
119.5,350.8,-5.3,4.23,3.08,25.7,0.909,2.34,50.2,32.716
37.2,217.3,26.8,1.68,5.9,34.8,0.521,2.1,153.5,23.475
60.3,208.9,-7.9,4.05,1.28,17.3,0.804,2.03,187.0,29.047
88.1,380.1,-0.5,4.28,-0.8,23.8,0.507,2.12,148.9,29.477
37.5,87.4,23.2,1.36,1.34,26.0,0.609,2.24,107.9,19.107
126.5,169.3,-5.1,2.04,3.95,30.6,0.61,2.5,190.4,29.585
120.6,112.1,38.6,3.63,-0.49,29.3,0.031,2.78,166.6,24.162
38.4,179.6,33.4,0.5,0.39,21.3,0.445,2.22,132.9,19.399
33.3,115.2,21.3,3.78,2.32,31.2,0.864,2.63,12.4,21.901
29.4,289.7,31.0,0.55,-1.18,42.8,0.489,2.73,61.1,17.045
120.0,399.1,34.4,4.57,-2.28,15.8,0.435,2.31,65.1,28.329
41.3,393.3,3.0,1.38,-3.17,35.4,0.527,2.2,72.7,22.219
65.8,182.3,32.5,2.88,-0.42,33.7,0.381,2.39,80.9,21.517
69.4,494.4,-0.3,0.59,-4.37,42.7,0.515,2.72,188.2,21.554
85.9,296.9,10.7,1.35,2.59,34.4,0.135,2.01,149.7,24.215
27.9,199.7,17.9,2.02,-2.71,33.7,0.968,2.39,139.9,19.053
44.9,417.8,25.7,2.44,-0.09,38.1,0.034,2.61,88.2,20.077
122.5,364.9,-8.5,0.0,-1.5,23.0,0.483,2.48,70.8,26.632
119.9,374.6,4.5,4.44,3.2,32.9,0.21,2.4,28.3,28.27
105.9,98.1,20.4,0.04,6.05,30.6,0.058,2.44,93.4,20.793
22.1,234.2,7.9,3.87,3.23,28.2,0.652,2.5,45.0,23.043
56.0,430.9,28.8,2.35,2.05,17.4,0.985,2.55,81.2,25.984
89.1,252.0,22.6,2.62,3.7,23.8,0.75,2.28,35.5,24.712
50.3,341.7,1.7,1.04,-4.61,23.4,0.254,2.41,72.1,19.669
120.1,294.0,-2.7,3.04,-3.4,36.7,0.493,2.22,13.4,26.389
89.7,421.2,21.5,2.69,-3.77,42.6,0.05,2.79,6.2,21.072
27.9,142.3,12.5,0.82,-3.72,21.9,0.532,2.15,174.6,16.519
120.0,287.7,-1.6,1.19,-1.61,17.2,0.099,2.12,130.0,25.431
125.4,61.6,6.3,0.33,1.92,45.0,0.795,2.22,119.6,23.482
28.5,345.1,5.2,0.33,-3.51,35.7,0.057,2.74,105.2,15.429
78.6,366.0,-4.6,0.07,7.16,41.6,0.009,2.53,146.7,25.471
53.4,21.4,17.3,1.1,6.11,19.3,0.862,2.36,148.6,20.533
63.2,337.9,28.2,3.4,7.63,39.0,0.943,2.74,187.4,28.573
39.8,207.3,18.8,1.58,-4.45,39.4,0.087,2.72,52.7,13.548
83.6,62.0,31.3,1.71,6.07,19.5,0.279,2.32,158.1,23.73
125.4,210.0,-3.6,0.66,5.45,19.8,0.742,2.45,198.3,30.443
75.3,97.1,11.8,2.88,6.73,23.9,0.54,2.72,10.7,22.178
29.1,207.8,20.5,1.71,1.86,21.5,0.949,2.26,77.9,22.683
88.2,192.2,23.8,3.38,5.24,44.3,0.389,2.33,90.0,24.83
57.4,369.2,24.8,3.71,-4.33,25.9,0.003,2.63,165.3,19.991
114.2,387.1,26.4,2.92,-4.01,37.8,0.02,2.56,7.7,20.368
67.8,303.5,22.6,1.38,-3.46,39.2,0.565,2.04,121.7,20.306
41.2,11.3,-5.3,2.54,6.89,26.6,0.752,2.09,179.1,26.072
41.0,465.5,24.8,1.26,-4.2,35.5,0.791,2.68,33.8,20.965
104.6,343.1,26.2,4.51,-3.7,18.2,0.912,2.02,27.5,26.937
49.2,17.1,39.7,3.83,7.1,26.9,0.229,2.74,200.0,23.526
104.4,409.4,24.7,2.47,-3.6,44.0,0.738,2.22,166.1,26.19
42.6,100.1,24.3,4.83,6.31,20.1,0.827,2.48,141.0,26.398
55.4,289.6,15.7,2.73,5.26,26.6,0.836,2.45,82.8,24.853
71.2,233.3,33.4,1.64,-4.48,38.7,0.412,2.32,171.5,19.485
123.8,209.9,39.8,0.48,-4.72,35.0,0.626,2.03,184.9,22.797
122.5,444.9,29.0,2.72,1.95,33.9,0.552,2.15,147.8,29.648
42.8,218.7,20.6,4.3,7.96,40.6,0.597,2.49,82.6,25.666
59.4,37.7,-6.1,4.33,6.42,15.9,0.282,2.36,118.8,25.899
36.4,473.3,26.3,3.02,-0.97,38.1,0.683,2.33,24.2,24.394
76.1,460.3,25.4,1.97,0.02,41.5,0.71,2.08,35.8,25.007
70.7,342.2,28.8,3.25,0.04,15.5,0.196,2.28,157.7,24.793
119.1,233.9,-3.8,3.81,4.54,31.8,0.444,2.42,10.7,29.204
122.3,46.4,22.7,2.06,-0.57,25.5,0.422,2.06,14.6,22.384
62.2,395.4,4.8,2.38,-3.08,16.5,0.749,2.05,104.1,24.691
74.1,37.7,28.0,3.4,4.71,27.5,0.667,2.39,38.3,24.102
118.6,34.3,2.0,4.38,0.95,34.3,0.476,2.45,62.3,22.939
108.7,268.7,24.2,3.96,-4.0,42.6,0.653,2.21,82.8,24.433
20.4,80.1,4.7,0.11,5.27,33.6,0.263,2.26,106.8,18.882
55.2,3.9,-9.6,0.62,2.61,40.7,0.232,2.64,60.3,19.528
66.4,211.6,21.7,4.26,1.36,18.6,0.24,2.7,99.3,22.179
45.3,68.6,-4.3,4.17,3.75,21.3,0.029,2.26,77.3,22.596
42.0,80.3,23.0,1.94,1.57,44.1,0.691,2.28,20.8,18.109
24.2,38.5,36.3,2.92,3.43,41.6,0.986,2.66,174.1,22.407
90.8,102.5,38.5,4.53,6.28,22.1,0.309,2.78,59.9,26.736
48.9,357.7,1.8,4.56,2.98,33.6,0.93,2.26,123.8,27.794
25.8,404.5,30.5,3.92,3.57,25.9,0.607,2.63,116.1,25.761
45.4,226.3,7.7,1.05,2.98,29.1,0.225,2.38,43.8,19.315
108.2,253.3,35.0,3.65,1.91,40.8,0.012,2.21,10.8,25.702
113.7,16.3,29.4,0.51,-2.76,37.1,0.724,2.55,172.1,20.373
73.1,34.7,-6.3,4.47,-0.64,22.2,0.697,2.37,102.0,24.627
65.8,128.8,10.4,0.75,4.01,24.5,0.229,2.21,85.8,20.445
127.6,271.9,6.9,3.31,0.53,23.7,0.333,2.09,153.8,29.034
42.1,369.8,29.3,3.05,0.28,38.4,0.898,2.69,11.5,23.008
43.7,302.5,10.5,3.88,4.87,29.7,0.157,2.7,154.2,22.928
52.1,196.1,24.2,2.76,-4.93,43.5,0.835,2.06,84.7,21.012
39.0,59.2,20.1,0.3,3.83,39.5,0.169,2.53,112.6,17.71
61.7,390.4,38.8,3.53,1.36,21.3,0.482,2.13,151.7,26.706
120.2,181.9,36.9,1.92,-0.1,38.6,0.499,2.52,111.6,24.531
87.7,368.0,11.4,1.6,-0.57,30.2,0.472,2.73,17.0,21.781
65.3,256.5,26.2,4.96,-2.75,22.6,0.288,2.21,147.1,22.844
122.8,369.3,31.5,2.95,-0.65,25.9,0.253,2.28,158.3,26.925
25.3,453.6,34.9,3.55,0.09,44.2,0.733,2.64,95.1,24.614
43.1,460.5,-6.6,2.63,0.69,29.5,0.276,2.59,90.6,25.83
82.2,267.6,5.1,3.85,3.74,36.6,0.61,2.33,54.1,27.7
87.7,255.8,6.0,3.76,0.9,29.3,0.847,2.68,130.6,27.125
24.4,132.8,11.7,3.29,5.35,26.1,0.837,2.74,177.0,24.972
64.3,467.9,-1.5,4.99,3.32,38.9,0.167,2.36,132.9,30.732
91.4,229.0,14.8,2.3,-2.54,40.4,0.655,2.03,155.4,23.45
96.8,63.8,23.2,3.53,-1.4,17.2,0.602,2.41,168.3,23.012
90.2,216.4,14.9,3.99,-3.97,23.4,0.282,2.59,49.1,20.956
55.3,63.5,23.3,1.88,7.29,30.2,0.391,2.18,83.4,20.799
30.3,251.3,-6.7,2.29,6.53,24.5,0.285,2.08,90.0,25.932
67.0,280.6,33.8,4.85,-3.9,38.5,0.537,2.23,114.0,22.901
34.2,168.9,37.0,0.16,2.46,18.4,0.804,2.01,14.6,19.997
124.2,35.8,20.9,1.68,7.49,38.9,0.878,2.57,119.7,26.847
72.3,471.8,34.1,2.43,4.71,33.5,0.723,2.12,22.3,26.482
54.9,386.7,-3.4,0.01,1.39,23.7,0.483,2.58,162.3,24.138
104.3,419.4,29.9,4.5,-1.87,25.3,0.958,2.19,192.8,30.341
74.8,183.4,-4.0,1.43,-1.37,20.5,0.564,2.79,61.5,20.653
54.1,380.4,10.4,1.29,4.57,22.6,0.479,2.43,103.8,25.639
109.3,242.7,6.2,4.1,5.15,36.5,0.857,2.03,165.5,31.691
115.4,100.5,19.3,1.39,1.87,26.3,0.185,2.62,66.4,22.451
94.0,62.2,5.1,3.29,-3.43,35.6,0.158,2.33,35.8,19.646
25.2,172.5,21.9,4.11,7.14,30.4,0.783,2.49,149.1,26.022
82.3,68.8,8.4,3.96,5.98,19.4,0.871,2.76,141.2,28.165
104.0,499.1,33.0,3.91,-3.17,30.0,0.073,2.41,116.1,26.887
35.0,24.6,21.7,0.44,-4.26,37.7,0.764,2.64,189.2,16.835
45.2,220.6,0.8,0.4,1.97,23.9,0.424,2.24,191.2,22.311
117.1,226.0,6.8,1.53,-1.31,34.4,0.704,2.57,173.0,24.115
22.2,150.3,32.4,0.18,-1.32,21.0,0.135,2.08,62.1,14.594
102.8,285.7,9.3,2.5,-3.87,19.1,0.973,2.71,48.9,23.025
72.1,75.0,16.8,1.97,7.39,25.8,0.881,2.16,168.0,26.717
69.1,392.0,22.4,2.79,5.79,26.7,0.406,2.24,132.0,29.764
20.8,166.2,7.4,1.49,-3.52,37.8,0.893,2.77,82.2,18.458
110.1,295.7,4.7,2.43,6.4,28.8,0.895,2.12,84.9,30.64
59.6,357.8,13.8,1.67,3.88,17.4,0.461,2.2,171.4,26.27
79.5,444.5,0.7,0.98,-0.77,34.0,0.947,2.46,36.8,25.174
94.5,417.9,4.2,3.25,6.33,29.1,0.977,2.78,189.1,32.081
97.3,304.2,-6.9,3.37,2.77,24.9,0.217,2.55,128.5,27.64
125.2,194.2,5.2,4.15,6.03,39.1,0.067,2.09,159.3,28.551
78.4,251.6,6.0,4.37,1.1,19.6,0.331,2.6,77.3,25.371
64.0,384.4,38.1,3.52,1.51,42.4,0.489,2.34,119.4,27.128
124.9,438.8,19.5,3.44,-1.22,25.0,0.093,2.79,151.2,27.473
90.6,51.9,29.4,0.28,0.04,28.8,0.141,2.5,89.9,18.868
52.8,192.4,-7.7,0.55,2.38,42.9,0.972,2.43,100.1,24.843
33.9,388.1,-4.7,4.06,7.31,37.8,0.737,2.45,118.5,30.303
112.7,215.8,30.7,1.16,2.8,17.2,0.875,2.51,17.4,24.899
59.8,166.1,21.2,1.78,-3.08,32.3,0.971,2.59,173.3,21.227
92.7,205.7,-0.5,0.73,-4.91,24.3,0.378,2.06,174.0,20.274
71.8,301.4,10.2,0.98,6.06,30.3,0.688,2.1,59.9,25.019
41.9,499.9,16.9,3.88,-0.26,37.3,0.184,2.24,176.6,24.222
86.2,246.5,32.2,1.31,-0.91,29.9,0.552,2.38,150.3,23.609
26.7,104.2,-7.0,2.25,5.41,17.1,0.21,2.25,99.2,22.135
65.5,81.4,19.8,0.76,7.29,30.9,0.16,2.17,72.8,21.866
80.1,21.2,25.9,3.39,4.72,15.7,0.098,2.74,82.9,22.037
68.0,279.4,38.9,3.64,-2.74,25.5,0.58,2.03,109.2,24.448
102.4,272.3,30.4,1.81,0.09,29.3,0.95,2.75,85.4,24.448
111.1,102.6,3.8,3.92,4.87,34.3,0.122,2.73,86.9,24.315
104.8,347.7,25.5,1.2,6.79,30.2,0.502,2.55,44.6,27.348
24.3,370.6,28.2,3.46,7.98,19.6,0.687,2.03,143.0,29.237
41.4,129.5,26.5,3.65,1.65,43.0,0.496,2.18,123.9,22.018
79.0,172.0,31.0,4.84,5.69,34.5,0.912,2.78,198.4,28.611
122.8,495.2,35.2,1.16,-4.39,24.5,0.166,2.72,32.5,22.251
111.8,187.1,-5.1,0.47,-1.28,44.0,0.024,2.77,27.2,19.893
112.7,380.4,-4.8,1.32,-0.17,41.5,0.383,2.8,105.6,26.468
53.4,226.4,29.8,0.61,7.68,19.3,0.555,2.05,34.6,23.225
67.2,396.7,2.6,0.85,-4.96,34.7,0.255,2.46,124.1,19.591
71.8,384.5,-7.1,1.67,-1.0,31.8,0.168,2.67,43.2,22.124
37.3,333.9,10.1,2.07,7.1,20.8,0.805,2.26,99.2,27.001
23.4,427.4,31.0,4.52,-1.01,22.0,0.189,2.35,124.2,23.63
124.2,469.6,-3.7,0.98,-2.07,31.9,0.443,2.23,94.3,28.597
46.5,290.0,23.6,4.86,4.49,24.6,0.954,2.03,67.4,26.395
46.4,118.7,-9.8,4.05,4.69,40.0,0.613,2.06,157.6,28.535
29.2,199.3,-4.5,4.41,1.14,17.9,0.498,2.02,171.7,26.875
122.1,379.2,7.5,4.65,7.31,42.4,0.36,2.42,59.2,32.499
83.8,325.4,-5.8,3.77,-2.36,40.2,0.52,2.49,163.6,26.752
93.4,88.9,32.3,3.94,6.87,37.2,0.734,2.25,81.4,27.497
120.3,25.6,33.2,2.19,4.82,22.9,0.823,2.66,100.1,26.039
58.0,341.5,27.8,2.55,-0.21,36.4,0.65,2.71,50.2,21.515
88.4,125.5,2.1,4.66,5.49,28.2,0.79,2.11,127.0,28.866
24.3,249.8,16.2,1.89,-3.27,34.0,0.088,2.04,24.7,16.488
40.5,373.4,-0.8,0.21,-3.3,24.4,0.014,2.26,120.4,19.083
111.4,281.3,4.1,3.81,7.09,40.1,0.734,2.57,198.0,32.51
104.3,41.7,15.8,2.87,-3.77,16.2,0.262,2.41,151.9,20.044
58.6,92.8,26.8,4.07,-4.95,35.7,0.878,2.39,179.5,19.708
61.4,109.7,-5.3,0.38,0.06,39.9,0.536,2.12,95.5,19.799
78.7,128.9,4.8,3.11,-3.65,34.4,0.479,2.28,32.7,19.625
20.0,282.7,36.3,1.24,6.22,20.8,0.773,2.77,61.3,23.831
46.5,252.0,11.5,4.52,7.0,23.5,0.741,2.27,14.6,26.58
42.9,101.6,36.9,0.55,1.27,30.4,0.704,2.47,102.9,19.627
47.6,33.8,39.6,4.22,0.53,24.9,0.69,2.05,131.7,21.64
108.6,85.7,16.3,0.44,2.01,15.1,0.515,2.05,87.8,22.751
50.8,492.2,4.4,0.13,-2.06,16.2,0.926,2.34,114.8,24.241
41.1,234.3,29.5,1.18,-1.13,38.0,0.891,2.48,67.5,20.712
75.5,433.7,-2.0,1.67,-3.69,17.5,0.329,2.3,21.7,23.41
115.2,424.4,2.6,3.13,0.8,42.8,0.805,2.14,89.2,30.663
46.5,255.8,29.2,0.66,2.95,28.3,0.891,2.59,111.8,23.985
28.6,353.3,11.7,2.19,7.09,37.7,0.618,2.11,196.6,26.577
59.2,96.4,0.1,1.02,4.61,18.8,0.556,2.53,72.7,23.801
102.2,344.2,22.6,4.28,4.4,42.8,0.672,2.77,137.2,29.246
80.6,136.2,26.6,0.22,-1.0,16.0,0.163,2.38,165.4,18.583
109.8,416.0,-3.7,1.78,6.55,16.3,0.087,2.16,70.4,30.234
125.6,41.9,3.8,3.16,7.31,16.6,0.82,2.67,186.3,29.774
107.2,386.6,1.1,4.57,7.12,18.1,0.573,2.4,71.1,32.796
86.4,50.0,9.0,4.34,-4.5,29.6,0.123,2.74,194.1,19.128
74.3,440.6,28.2,4.48,2.86,38.6,0.416,2.58,5.4,26.15
